Patent Number,PageRank,Default Expire Day,Time to Expire
7763709,0.7874999999999999,2027-10-04,"4595 days, 00:00:00"
7758863,1.0403749999999998,2029-03-27,"5135 days, 00:00:00"
7758862,1.0849999999999997,2026-10-03,"4229 days, 00:00:00"
7758874,1.0138180803571428,2025-04-19,"3697 days, 00:00:00"
7754226,0.0,2029-06-19,"5219 days, 00:00:00"
7749518,0.0,2025-05-16,"3724 days, 00:00:00"
7745141,0.0,2021-06-21,"2299 days, 00:00:00"
7744893,0.24349999999999997,2023-06-05,"3013 days, 00:00:00"
7744895,0.40499999999999997,2026-02-28,"4012 days, 00:00:00"
7744894,0.9229687499999999,2025-05-13,"3721 days, 00:00:00"
7744906,0.8661249999999998,2023-11-05,"3166 days, 00:00:00"
7745580,0.0,2023-12-30,"3221 days, 00:00:00"
7744896,0.309375,2018-11-30,"1365 days, 00:00:00"
7745397,2.4995922619047617,2027-12-14,"4666 days, 00:00:00"
7740859,0.34124999999999994,2023-12-26,"3217 days, 00:00:00"
7740857,0.2235576923076923,2028-03-03,"4746 days, 00:00:00"
7740856,0.5558749999999999,2026-06-20,"4124 days, 00:00:00"
7740833,0.5466666666666666,2024-10-18,"3514 days, 00:00:00"
7740858,0.40499999999999997,2024-09-21,"3487 days, 00:00:00"
7740870,0.203125,2028-06-09,"4844 days, 00:00:00"
7740854,5.169640078671329,2022-05-02,"2614 days, 00:00:00"
7740869,0.25625,2025-04-08,"3686 days, 00:00:00"
7736658,0.4156249999999999,2027-11-20,"4642 days, 00:00:00"
7736655,0.3594642857142857,2027-08-17,"4547 days, 00:00:00"
7732403,12.991374999999993,2024-05-14,"3357 days, 00:00:00"
7731970,0.40499999999999997,2023-07-31,"3069 days, 00:00:00"
7731939,0.0,2027-08-16,"4546 days, 00:00:00"
7727711,0.27749999999999997,2028-03-07,"4750 days, 00:00:00"
7728121,0.21375,2027-11-01,"4623 days, 00:00:00"
7727535,0.6787961309523808,2024-06-14,"3388 days, 00:00:00"
7727957,2.5382860914765586,2023-10-31,"3161 days, 00:00:00"
7727536,1.0907458881578946,2026-09-29,"4225 days, 00:00:00"
7722880,0.0,2025-02-25,"3644 days, 00:00:00"
7723294,0.7874999999999999,2028-04-02,"4776 days, 00:00:00"
7722876,0.28730769230769226,2023-05-09,"2986 days, 00:00:00"
7722888,0.309375,2027-04-18,"4426 days, 00:00:00"
7723297,0.59625,2026-04-17,"4060 days, 00:00:00"
7722861,1.1244642857142855,2023-01-24,"2881 days, 00:00:00"
7722881,0.21799999999999997,2028-08-26,"4922 days, 00:00:00"
7718622,4.20996428571429,2026-03-03,"4015 days, 00:00:00"
7718400,1.5683915043290042,2027-03-16,"4393 days, 00:00:00"
7718614,0.27749999999999997,2026-04-28,"4071 days, 00:00:00"
7718178,0.8236249999999997,2025-01-21,"3609 days, 00:00:00"
7718182,0.31999999999999995,2026-01-17,"3970 days, 00:00:00"
7718179,0.6759374999999999,2027-08-02,"4532 days, 00:00:00"
7718768,0.40499999999999997,2026-07-18,"4152 days, 00:00:00"
7718772,1.3399999999999996,2027-12-11,"4663 days, 00:00:00"
7713534,0.309375,2027-04-18,"4426 days, 00:00:00"
7713531,0.31999999999999995,2029-02-11,"5091 days, 00:00:00"
7713530,0.0,2028-07-30,"4895 days, 00:00:00"
7709609,0.40499999999999997,2027-12-21,"4673 days, 00:00:00"
7709211,0.1682142857142857,2027-02-21,"4370 days, 00:00:00"
7709002,0.46874999999999994,2017-04-17,"773 days, 00:00:00"
7709603,0.160625,2022-07-01,"2674 days, 00:00:00"
7704508,0.303,2028-09-15,"4942 days, 00:00:00"
7700121,0.0,2023-12-12,"3203 days, 00:00:00"
7700109,0.7874999999999999,2025-11-07,"3899 days, 00:00:00"
7700117,0.15303571428571427,2024-06-08,"3382 days, 00:00:00"
7700108,0.0,2023-09-19,"3119 days, 00:00:00"
7700720,0.575,2025-09-21,"3852 days, 00:00:00"
7700100,1.5118214285714282,2024-01-13,"3235 days, 00:00:00"
7700719,2.8909970238095233,2027-01-18,"4336 days, 00:00:00"
7700317,0.7145844780219779,2024-03-26,"3308 days, 00:00:00"
7700107,0.22913095238095235,2028-09-19,"4946 days, 00:00:00"
7700344,2.4663878336940845,2026-03-16,"4028 days, 00:00:00"
7695719,1.3612499999999996,2023-03-03,"2919 days, 00:00:00"
7695925,1.2401249999999997,2026-11-02,"4259 days, 00:00:00"
7696152,0.30937499999999996,2026-07-31,"4165 days, 00:00:00"
7691396,0.15,2026-06-15,"4119 days, 00:00:00"
7691390,0.27749999999999997,2027-09-19,"4580 days, 00:00:00"
7691373,0.0,2027-01-05,"4323 days, 00:00:00"
7691385,2.4704999999999995,2025-04-20,"3698 days, 00:00:00"
7691382,0.27749999999999997,2024-12-17,"3574 days, 00:00:00"
7691383,0.27393157623626374,2025-10-06,"3867 days, 00:00:00"
7691384,0.5112499999999999,2027-03-08,"4385 days, 00:00:00"
7687465,0.17124999999999999,2024-04-07,"3320 days, 00:00:00"
7682619,10.95645982142857,2027-04-05,"4413 days, 00:00:00"
7678890,1.0743749999999999,2026-07-24,"4158 days, 00:00:00"
7678758,0.27749999999999997,2022-05-16,"2628 days, 00:00:00"
7674465,0.7874999999999999,2027-06-25,"4494 days, 00:00:00"
7674464,0.27749999999999997,2026-04-27,"4070 days, 00:00:00"
7670609,0.27749999999999997,2027-11-27,"4649 days, 00:00:00"
7666431,0.27749999999999997,2022-11-13,"2809 days, 00:00:00"
7666408,0.8847772444946357,2026-10-02,"4228 days, 00:00:00"
7666437,0.27749999999999997,2026-10-26,"4252 days, 00:00:00"
7666429,0.48787499999999995,2024-05-14,"3357 days, 00:00:00"
7666428,0.0,2022-09-13,"2748 days, 00:00:00"
7662377,3.36409375,2027-08-09,"4539 days, 00:00:00"
7662399,0.32,2024-07-12,"3416 days, 00:00:00"
7662400,0.23500000000000001,2026-10-13,"4239 days, 00:00:00"
7662388,0.7874999999999999,2024-07-05,"3409 days, 00:00:00"
7658934,1.0318749999999997,2029-02-09,"5089 days, 00:00:00"
7658928,0.6599999999999999,2027-11-29,"4651 days, 00:00:00"
7655247,0.0,2028-01-03,"4686 days, 00:00:00"
7655757,0.5325,2026-06-16,"4120 days, 00:00:00"
7655784,0.0,2023-12-11,"3202 days, 00:00:00"
7655237,0.48999999999999994,2024-02-23,"3276 days, 00:00:00"
7655242,0.21375,2023-12-15,"3206 days, 00:00:00"
7655240,0.27749999999999997,2025-02-25,"3644 days, 00:00:00"
7655239,1.1312642857142858,2027-06-21,"4490 days, 00:00:00"
7651694,5.953605978260874,2025-02-11,"3630 days, 00:00:00"
7645454,0.21375,2025-06-03,"3742 days, 00:00:00"
7638128,0.0,2026-08-21,"4186 days, 00:00:00"
7638131,2.0235062499999996,2027-05-02,"4440 days, 00:00:00"
7635752,0.1547222222222222,2023-05-02,"2979 days, 00:00:00"
7635479,2.2113878336940833,2021-03-26,"2212 days, 00:00:00"
7635677,1.124709478021978,2026-06-23,"4127 days, 00:00:00"
7632507,0.40499999999999997,2021-12-21,"2482 days, 00:00:00"
7632513,1.0690624999999998,2023-06-30,"3038 days, 00:00:00"
7632505,1.4993749999999997,2022-05-02,"2614 days, 00:00:00"
7632514,1.4504999999999997,2023-07-29,"3067 days, 00:00:00"
7632816,0.21071428571428572,2024-03-26,"3308 days, 00:00:00"
7629309,2.0779188988095263,2024-11-03,"3530 days, 00:00:00"
7628990,4.3013392857142865,2026-12-29,"4316 days, 00:00:00"
7625571,5.734704326923079,2027-03-06,"4383 days, 00:00:00"
7622122,2.4981249999999995,2027-06-21,"4490 days, 00:00:00"
7622120,0.0,2027-04-20,"4428 days, 00:00:00"
7622119,0.235,2025-03-30,"3677 days, 00:00:00"
7618936,0.9149999999999998,2025-05-23,"3731 days, 00:00:00"
7618636,0.27749999999999997,2020-07-13,"1956 days, 00:00:00"
7618635,0.40499999999999997,2025-07-19,"3788 days, 00:00:00"
7618634,0.22791666666666666,2021-06-28,"2306 days, 00:00:00"
7612038,0.26687500000000003,2022-02-20,"2543 days, 00:00:00"
7611711,5.728125000000005,2022-01-15,"2507 days, 00:00:00"
7612168,0.34124999999999994,2025-08-26,"3826 days, 00:00:00"
7612175,0.23500000000000001,2027-03-12,"4389 days, 00:00:00"
7611720,0.0,2023-04-16,"2963 days, 00:00:00"
7611719,0.0,2025-11-21,"3913 days, 00:00:00"
7608269,3.7450543019480547,2021-08-14,"2353 days, 00:00:00"
7608683,1.6871235795454542,2025-03-14,"3661 days, 00:00:00"
7608266,0.2805357142857143,2027-10-03,"4594 days, 00:00:00"
7608256,0.34124999999999994,2027-09-12,"4573 days, 00:00:00"
7608277,0.6073431502707818,2025-11-30,"3922 days, 00:00:00"
7601357,0.0,2026-11-20,"4277 days, 00:00:00"
7601358,0.27749999999999997,2027-09-04,"4565 days, 00:00:00"
7601814,15.627671415755293,2025-09-23,"3854 days, 00:00:00"
7597896,0.2,2026-01-26,"3979 days, 00:00:00"
7597894,0.2534166666666667,2024-03-05,"3287 days, 00:00:00"
7598223,0.0,2025-07-19,"3788 days, 00:00:00"
7595057,0.181875,2021-12-21,"2482 days, 00:00:00"
7595383,0.28660714285714284,2020-05-04,"1886 days, 00:00:00"
7595058,1.0318749999999997,2025-05-02,"3710 days, 00:00:00"
7595052,0.3673609375,2021-03-16,"2202 days, 00:00:00"
7592310,0.7758124999999998,2024-07-15,"3419 days, 00:00:00"
7592009,1.2549999999999997,2026-10-10,"4236 days, 00:00:00"
7591997,0.6599999999999999,2023-10-10,"3140 days, 00:00:00"
7592421,0.0,2024-03-19,"3301 days, 00:00:00"
7588763,0.59625,2025-09-30,"3861 days, 00:00:00"
7589172,1.5150468749999995,2022-09-06,"2741 days, 00:00:00"
7585509,0.5719642857142857,2023-07-03,"3041 days, 00:00:00"
7582726,0.2744642857142857,2024-11-10,"3537 days, 00:00:00"
7582735,0.40196428571428566,2027-02-16,"4365 days, 00:00:00"
7582603,0.3625,2027-08-21,"4551 days, 00:00:00"
7579012,0.0,2026-11-20,"4277 days, 00:00:00"
7579004,0.15,2025-11-04,"3896 days, 00:00:00"
7576179,1.0136607142857141,2026-10-16,"4242 days, 00:00:00"
7572452,0.27749999999999997,2027-07-26,"4525 days, 00:00:00"
7572451,0.751960144927536,2025-10-25,"3886 days, 00:00:00"
7572450,0.4687499999999999,2022-05-16,"2628 days, 00:00:00"
7572455,0.6599999999999999,2025-05-19,"3727 days, 00:00:00"
7572457,0.41774999999999995,2026-03-31,"4043 days, 00:00:00"
7569225,0.22437500000000002,2023-08-12,"3081 days, 00:00:00"
7569666,0.0,2024-08-02,"3437 days, 00:00:00"
7566456,2.9688125,2026-06-23,"4127 days, 00:00:00"
7566455,0.27749999999999997,2015-06-07,"93 days, 00:00:00"
7563760,1.6268749999999996,2021-08-21,"2360 days, 00:00:00"
7563878,0.17124999999999999,2021-11-12,"2443 days, 00:00:00"
7560249,0.0,2021-11-16,"2447 days, 00:00:00"
7560102,0.7024999999999999,2024-03-29,"3311 days, 00:00:00"
7556810,0.2356815762362637,2026-07-19,"4153 days, 00:00:00"
7556809,0.2296875,2023-04-11,"2958 days, 00:00:00"
7553944,0.27749999999999997,2024-07-21,"3425 days, 00:00:00"
7553494,0.6698332857142858,2023-04-30,"2977 days, 00:00:00"
7553483,0.40499999999999997,2022-12-16,"2842 days, 00:00:00"
7550150,0.40499999999999997,2026-03-14,"4026 days, 00:00:00"
7550144,0.27749999999999997,2023-11-28,"3189 days, 00:00:00"
7550143,0.2919391025641025,2026-03-24,"4036 days, 00:00:00"
7550146,3.293831250000003,2024-07-23,"3427 days, 00:00:00"
7547439,0.3712231987847222,2019-11-26,"1726 days, 00:00:00"
7547440,0.5325,2028-06-27,"4862 days, 00:00:00"
7544783,0.19143749999999998,2024-05-08,"3351 days, 00:00:00"
7544359,0.6599999999999999,2023-03-20,"2936 days, 00:00:00"
7544771,1.1062499999999997,2025-02-23,"3642 days, 00:00:00"
7541435,0.8512499999999998,2023-06-03,"3011 days, 00:00:00"
7541164,3.0950444347319355,2023-12-18,"3209 days, 00:00:00"
7541035,0.3943749999999999,2024-06-02,"3376 days, 00:00:00"
7541027,0.2638392857142857,2023-03-11,"2927 days, 00:00:00"
7541334,2.372813991477273,2027-04-04,"4412 days, 00:00:00"
7537771,0.181875,2021-07-06,"2314 days, 00:00:00"
7537767,2.641217992424242,2024-03-25,"3307 days, 00:00:00"
7537760,0.40499999999999997,2022-12-30,"2856 days, 00:00:00"
7538083,5.279611578543529,2024-11-05,"3532 days, 00:00:00"
7537772,2.1234432291666665,2020-10-02,"2037 days, 00:00:00"
7538208,0.0,2026-09-29,"4225 days, 00:00:00"
7538186,2.865446428571428,2028-04-11,"4785 days, 00:00:00"
7534436,0.5325,2023-10-29,"3159 days, 00:00:00"
7534857,3.124999999999999,2026-05-01,"4074 days, 00:00:00"
7534438,0.7874999999999998,2027-03-02,"4379 days, 00:00:00"
7534441,0.4742142857142857,2025-01-03,"3591 days, 00:00:00"
7534440,1.5212187178706709,2021-10-24,"2424 days, 00:00:00"
7534431,0.3562767857142857,2024-02-02,"3255 days, 00:00:00"
7534819,0.7237499999999999,2025-06-10,"3749 days, 00:00:00"
7534437,0.27749999999999997,2024-01-30,"3252 days, 00:00:00"
7531177,0.21375,2027-12-10,"4662 days, 00:00:00"
7531178,0.9121666666666666,2024-12-10,"3567 days, 00:00:00"
7531504,0.3625,2026-08-08,"4173 days, 00:00:00"
7527800,0.7421666666666665,2025-05-20,"3728 days, 00:00:00"
7528110,0.42624999999999996,2025-08-29,"3829 days, 00:00:00"
7527795,0.29025,2027-10-25,"4616 days, 00:00:00"
7527925,0.29874999999999996,2015-05-17,"72 days, 00:00:00"
7527793,1.7978106064942,2023-05-02,"2979 days, 00:00:00"
7527794,0.7237499999999999,2022-07-31,"2704 days, 00:00:00"
7524930,0.41916666666666663,2026-10-05,"4231 days, 00:00:00"
7521056,0.2820224358974358,2026-03-28,"4040 days, 00:00:00"
7517654,0.40499999999999997,2025-07-08,"3777 days, 00:00:00"
7517952,2.58561125,2020-06-13,"1926 days, 00:00:00"
7514083,0.181875,2015-05-15,"70 days, 00:00:00"
7514088,3.7306250000000047,2026-03-15,"4027 days, 00:00:00"
7514084,0.1659375,2023-09-12,"3112 days, 00:00:00"
7510714,0.46396874999999993,2027-01-30,"4348 days, 00:00:00"
7510715,0.0,2025-07-08,"3777 days, 00:00:00"
7507412,0.25625,2022-07-12,"2685 days, 00:00:00"
7501395,0.27749999999999997,2026-04-25,"4068 days, 00:00:00"
7501128,0.34124999999999994,2025-03-17,"3664 days, 00:00:00"
7494656,2.8085132029926596,2026-11-20,"4277 days, 00:00:00"
7494655,1.2266666666666666,2023-03-04,"2920 days, 00:00:00"
7495074,0.0,2025-10-17,"3878 days, 00:00:00"
7491706,0.5096562499999999,2024-07-26,"3430 days, 00:00:00"
7491402,2.0115,2024-11-24,"3551 days, 00:00:00"
7491800,1.5099999999999996,2024-02-26,"3279 days, 00:00:00"
7491396,0.15,2023-12-18,"3209 days, 00:00:00"
7491689,1.5524999999999995,2022-09-05,"2740 days, 00:00:00"
7491397,0.27749999999999997,2025-01-10,"3598 days, 00:00:00"
7488717,0.575,2023-08-28,"3097 days, 00:00:00"
7488479,0.0,2022-03-13,"2564 days, 00:00:00"
7488480,0.6694562499999999,2025-10-11,"3872 days, 00:00:00"
7488804,1.1832222222222217,2025-02-02,"3621 days, 00:00:00"
7485306,0.0,2023-10-29,"3159 days, 00:00:00"
7485305,0.21375,2025-06-01,"3740 days, 00:00:00"
7482009,0.1925,2022-05-10,"2622 days, 00:00:00"
7482008,0.5339166666666666,2020-09-15,"2020 days, 00:00:00"
7479278,0.7874999999999999,2021-08-29,"2368 days, 00:00:00"
7479282,4.269464285714287,2024-01-05,"3227 days, 00:00:00"
7476386,0.15,2018-12-02,"1367 days, 00:00:00"
7470432,0.28812499999999996,2022-07-01,"2674 days, 00:00:00"
7468187,2.1019642857142853,2026-10-05,"4231 days, 00:00:00"
7465789,0.40499999999999997,2026-12-21,"4308 days, 00:00:00"
7465453,0.7874999999999999,2027-06-06,"4475 days, 00:00:00"
7462357,1.3887792274305557,2024-06-18,"3392 days, 00:00:00"
7462354,3.5351377848800496,2021-06-27,"2305 days, 00:00:00"
7459158,2.684828200483091,2022-06-19,"2662 days, 00:00:00"
7455844,0.40499999999999997,2027-03-29,"4406 days, 00:00:00"
7452540,0.34124999999999994,2022-10-15,"2780 days, 00:00:00"
7449551,0.7874999999999999,2026-02-15,"3999 days, 00:00:00"
7445784,0.6599999999999999,2026-04-24,"4067 days, 00:00:00"
7442375,0.21375,2024-07-14,"3418 days, 00:00:00"
7438917,4.063962557528408,2026-04-17,"4060 days, 00:00:00"
7438916,0.0,2025-10-14,"3875 days, 00:00:00"
7438913,0.3516885964912281,2023-09-29,"3129 days, 00:00:00"
7435792,1.4380434782608693,2021-03-26,"2212 days, 00:00:00"
7435410,8.70486781135532,2025-06-07,"3746 days, 00:00:00"
7435420,1.5521812499999996,2026-04-04,"4047 days, 00:00:00"
7432077,0.6633552631578946,2020-08-18,"1992 days, 00:00:00"
7431928,0.34125,2026-01-26,"3979 days, 00:00:00"
7429653,0.31999999999999995,2025-05-11,"3719 days, 00:00:00"
7429389,0.7343749999999998,2023-12-02,"3193 days, 00:00:00"
7430476,0.0,2022-02-18,"2541 days, 00:00:00"
7427404,0.6599999999999999,2014-06-17,"-262 days, 00:00:00"
7427403,1.7118749999999996,2022-02-15,"2538 days, 00:00:00"
7427668,0.27749999999999997,2025-03-25,"3672 days, 00:00:00"
7425333,0.0,2023-09-25,"3125 days, 00:00:00"
7425334,0.609,2025-01-26,"3614 days, 00:00:00"
7425331,1.7571640625000011,2024-09-15,"3481 days, 00:00:00"
7422749,2.5724999999999993,2027-01-25,"4343 days, 00:00:00"
7422751,0.42178646701388883,2023-06-13,"3021 days, 00:00:00"
7422849,0.0,2019-06-03,"1550 days, 00:00:00"
7422748,0.4687499999999999,2020-10-30,"2065 days, 00:00:00"
7420028,0.7216249999999998,2021-10-26,"2426 days, 00:00:00"
7419799,0.7131249999999999,2022-04-29,"2611 days, 00:00:00"
7419670,0.9149999999999998,2021-09-28,"2398 days, 00:00:00"
7419669,0.15,2023-03-27,"2943 days, 00:00:00"
7416731,4.893000000000002,2025-07-18,"3787 days, 00:00:00"
7410801,0.40499999999999997,2023-05-20,"2997 days, 00:00:00"
7407807,0.34125,2023-05-19,"2996 days, 00:00:00"
7407936,0.31999999999999995,2025-01-13,"3601 days, 00:00:00"
7405039,0.26687500000000003,2024-08-04,"3439 days, 00:00:00"
7404957,0.4049999999999999,2024-04-08,"3321 days, 00:00:00"
7402315,0.21375,2027-02-20,"4369 days, 00:00:00"
7402314,0.8271666666666666,2019-03-26,"1481 days, 00:00:00"
7399827,0.16678646701388888,2019-08-31,"1639 days, 00:00:00"
7399473,1.7649999999999995,2025-05-06,"3714 days, 00:00:00"
7396531,0.27749999999999997,2026-07-05,"4139 days, 00:00:00"
7396811,2.077918898809526,2022-04-30,"2612 days, 00:00:00"
7393831,0.25625,2023-05-15,"2992 days, 00:00:00"
7393927,0.1894642857142857,2025-01-11,"3599 days, 00:00:00"
7393539,0.22649999999999998,2022-06-21,"2664 days, 00:00:00"
7393540,0.20099999999999998,2022-07-04,"2677 days, 00:00:00"
7393534,1.1902739448051947,2024-07-15,"3419 days, 00:00:00"
7393921,0.27749999999999997,2020-12-04,"2100 days, 00:00:00"
7393536,0.15,2022-07-05,"2678 days, 00:00:00"
7390873,2.1262499999999993,2023-03-28,"2944 days, 00:00:00"
7390872,0.5325,2024-09-24,"3490 days, 00:00:00"
7390483,0.9256249999999997,2026-02-23,"4007 days, 00:00:00"
7387780,0.34125,2026-07-18,"4152 days, 00:00:00"
7387779,1.7649999999999995,2021-12-21,"2482 days, 00:00:00"
7387778,0.5325,2021-12-21,"2482 days, 00:00:00"
7384636,0.0,2024-03-29,"3311 days, 00:00:00"
7384635,0.31999999999999995,2023-10-31,"3161 days, 00:00:00"
7381411,0.7173749999999999,2023-08-19,"3088 days, 00:00:00"
7378384,0.35400000000000004,2023-09-19,"3119 days, 00:00:00"
7378098,4.320353206168832,2022-02-26,"2549 days, 00:00:00"
7374766,1.5737499999999995,2019-12-01,"1731 days, 00:00:00"
7374763,0.5325,2024-08-09,"3444 days, 00:00:00"
7375091,2.1057751650432905,2021-05-09,"2256 days, 00:00:00"
7374765,3.128946428571428,2024-10-01,"3497 days, 00:00:00"
7375086,6.681649629054526,2026-01-12,"3965 days, 00:00:00"
7374764,0.27749999999999997,2023-04-15,"2962 days, 00:00:00"
7371809,0.5579999999999999,2021-02-06,"2164 days, 00:00:00"
7371719,5.715263920454549,2023-02-18,"2906 days, 00:00:00"
7371388,0.0,2024-02-26,"3279 days, 00:00:00"
7368537,1.0862142857142856,2024-07-09,"3413 days, 00:00:00"
7368261,0.303,2020-04-28,"1880 days, 00:00:00"
7368533,0.0,2022-06-13,"2656 days, 00:00:00"
7368119,0.4980624523809524,2026-09-28,"4224 days, 00:00:00"
7364741,4.636981857533508,2013-05-04,"-671 days, 00:00:00"
7364740,0.6144642857142857,2025-06-01,"3740 days, 00:00:00"
7365155,3.1805011363636373,2022-09-30,"2765 days, 00:00:00"
7365156,0.160625,2022-06-25,"2668 days, 00:00:00"
7364743,0.49425,2024-06-29,"3403 days, 00:00:00"
7361350,0.303,2025-02-11,"3630 days, 00:00:00"
7361352,1.1382736013986012,2024-02-26,"3279 days, 00:00:00"
7361351,0.2775,2025-06-06,"3745 days, 00:00:00"
7361637,0.27749999999999997,2025-04-01,"3679 days, 00:00:00"
7354588,0.32354166666666667,2015-06-07,"93 days, 00:00:00"
7354991,0.27749999999999997,2022-03-21,"2572 days, 00:00:00"
7351570,0.27749999999999997,2022-09-23,"2758 days, 00:00:00"
7351686,0.9999999999999998,2022-12-05,"2831 days, 00:00:00"
7351416,0.4829166666666666,2024-07-02,"3406 days, 00:00:00"
7348405,0.160625,2022-08-13,"2717 days, 00:00:00"
7348007,0.0,2025-01-28,"3616 days, 00:00:00"
7348010,0.4717275949771954,2022-02-27,"2550 days, 00:00:00"
7348009,0.30937499999999996,2018-11-16,"1351 days, 00:00:00"
7344724,0.23276392045454544,2024-06-21,"3395 days, 00:00:00"
7345020,0.2296875,2024-05-07,"3350 days, 00:00:00"
7341726,0.303,2026-05-05,"4078 days, 00:00:00"
7341730,0.9285468749999999,2019-07-12,"1589 days, 00:00:00"
7341994,0.31999999999999995,2021-04-23,"2240 days, 00:00:00"
7338766,0.2235576923076923,2026-05-19,"4092 days, 00:00:00"
7338929,0.5549642857142858,2022-03-22,"2573 days, 00:00:00"
7339024,0.160625,2022-06-24,"2667 days, 00:00:00"
7335640,0.7498874999999999,2026-07-31,"4165 days, 00:00:00"
7335737,1.1062499999999997,2025-11-09,"3901 days, 00:00:00"
7335368,0.5325,2021-10-15,"2415 days, 00:00:00"
7335350,0.7237499999999999,2023-03-31,"2947 days, 00:00:00"
7335505,0.6599999999999999,2022-01-15,"2507 days, 00:00:00"
7335634,0.9149999999999998,2025-05-04,"3712 days, 00:00:00"
7335733,0.0,2022-08-23,"2727 days, 00:00:00"
7335636,0.0,2023-10-08,"3138 days, 00:00:00"
7332170,0.0,2025-12-23,"3945 days, 00:00:00"
7332167,0.0,2025-02-18,"3637 days, 00:00:00"
7332595,0.34550000000000003,2021-07-10,"2318 days, 00:00:00"
7332473,0.8576249999999999,2023-11-21,"3182 days, 00:00:00"
7329730,0.28812499999999996,2022-05-09,"2621 days, 00:00:00"
7329410,0.38834809523809527,2020-10-09,"2044 days, 00:00:00"
7329638,0.40499999999999997,2024-04-29,"3342 days, 00:00:00"
7329500,0.1925,2022-08-27,"2731 days, 00:00:00"
7329639,1.351130952380952,2026-04-27,"4070 days, 00:00:00"
7326767,0.2509375,2020-07-26,"1969 days, 00:00:00"
7323173,0.44749999999999995,2022-07-09,"2682 days, 00:00:00"
7323175,0.2781640625,2023-03-07,"2923 days, 00:00:00"
7323171,1.7529456402191557,2024-02-13,"3266 days, 00:00:00"
7323174,0.564375,2020-06-12,"1925 days, 00:00:00"
7320794,0.27749999999999997,2026-03-08,"4020 days, 00:00:00"
7319137,0.160625,2022-06-26,"2669 days, 00:00:00"
7317084,0.160625,2022-08-14,"2718 days, 00:00:00"
7317086,0.5325,2022-11-22,"2818 days, 00:00:00"
7314914,0.0,2022-07-01,"2674 days, 00:00:00"
7314864,0.0,2020-09-14,"2019 days, 00:00:00"
7314623,1.692932914673046,2023-07-15,"3053 days, 00:00:00"
7314925,0.59625,2022-04-24,"2606 days, 00:00:00"
7314856,0.34125,2022-08-26,"2730 days, 00:00:00"
7311915,0.0,2023-09-11,"3111 days, 00:00:00"
7311914,0.6915503472222222,2022-08-13,"2717 days, 00:00:00"
7312188,0.6599999999999999,2024-02-27,"3280 days, 00:00:00"
7309485,1.0233749999999997,2022-04-19,"2601 days, 00:00:00"
7309768,0.543125,2022-05-09,"2621 days, 00:00:00"
7306804,2.1862877660533906,2023-09-29,"3129 days, 00:00:00"
7306805,0.0,2024-03-24,"3306 days, 00:00:00"
7306806,0.30937499999999996,2022-01-25,"2517 days, 00:00:00"
7303752,0.15,2024-04-16,"3329 days, 00:00:00"
7304139,2.3431071428571433,2023-10-28,"3158 days, 00:00:00"
7301005,1.0757031249999998,2021-10-31,"2431 days, 00:00:00"
7297337,0.2775,2025-09-23,"3854 days, 00:00:00"
7297336,0.62175,2023-09-12,"3112 days, 00:00:00"
7297764,0.0,2022-05-08,"2620 days, 00:00:00"
7294694,0.160625,2022-08-13,"2717 days, 00:00:00"
7294692,0.160625,2022-05-08,"2620 days, 00:00:00"
7291335,0.23500000000000001,2021-12-17,"2478 days, 00:00:00"
7291722,0.0,2021-10-05,"2405 days, 00:00:00"
7291337,0.27749999999999997,2024-08-03,"3438 days, 00:00:00"
7288261,0.45499999999999996,2021-07-10,"2318 days, 00:00:00"
7285273,0.5643750000000001,2020-04-19,"1871 days, 00:00:00"
7285524,0.0,2019-12-01,"1731 days, 00:00:00"
7285282,0.27749999999999997,2022-04-02,"2584 days, 00:00:00"
7285275,0.309375,2025-04-04,"3682 days, 00:00:00"
7285277,0.8273437499999999,2025-09-23,"3854 days, 00:00:00"
7285274,0.7981249999999999,2024-08-24,"3459 days, 00:00:00"
7285271,0.31999999999999995,2015-05-31,"86 days, 00:00:00"
7285630,0.0,2022-07-22,"2695 days, 00:00:00"
7282209,0.27749999999999997,2024-08-27,"3462 days, 00:00:00"
7282207,0.46875,2020-04-13,"1865 days, 00:00:00"
7279171,0.2585078125,2023-08-11,"3080 days, 00:00:00"
7279164,0.0,2022-07-12,"2685 days, 00:00:00"
7279170,0.6102986111111111,2026-06-22,"4126 days, 00:00:00"
7279295,0.0,2023-03-27,"2943 days, 00:00:00"
7276241,0.9361804315476191,2022-04-02,"2584 days, 00:00:00"
7273611,0.22103571428571428,2020-10-06,"2041 days, 00:00:00"
7273612,0.1682142857142857,2022-03-22,"2573 days, 00:00:00"
7270820,0.8302276785714287,2024-10-07,"3503 days, 00:00:00"
7268210,0.40499999999999997,2025-05-24,"3732 days, 00:00:00"
7268207,0.7874999999999999,2021-04-04,"2221 days, 00:00:00"
7267823,1.0787767857142856,2023-03-10,"2926 days, 00:00:00"
7267822,0.9241278409090907,2024-02-17,"3270 days, 00:00:00"
7264941,0.1659375,2018-06-19,"1201 days, 00:00:00"
7264815,0.34124999999999994,2026-01-04,"3957 days, 00:00:00"
7262271,1.5182343749999996,2023-03-12,"2928 days, 00:00:00"
7262270,0.0,2023-09-05,"3105 days, 00:00:00"
7261900,0.27749999999999997,2023-08-08,"3077 days, 00:00:00"
7261896,0.0,2021-05-23,"2270 days, 00:00:00"
